id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1222185,LUXURIOUS PENTHOUSE UNIQUE ACROPOLIS VIEW,6667386,Yorgo,,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,37.9917,23.70878,Entire home/apt,144,3,58,2019-09-22,0.58,1,0,0,00000110670
1223199,Athens1-Feel it like your own space,5222732,Orchidea Monika,,ΚΥΨΕΛΗ,37.99834,23.73764,Private room,30,3,151,2019-10-30,1.46,5,346,0,00000189436
1245373,Great loft in the heart of Athens,6786657,Eleni,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98394,23.73451,Entire home/apt,80,1,63,2021-08-25,0.61,1,365,1,
1259830,Exotic Athens loft in downtown-Gazi,3622853,Anna&Teo,,ΚΕΡΑΜΕΙΚΟΣ,37.98103,23.71538,Entire home/apt,54,1,213,2021-10-25,2.09,6,285,35,00001312535
1272844,Small hostel with garden in Mets,2717857,Aikaterini,,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,37.96525,23.73991,Entire home/apt,25,3,163,2021-08-23,1.60,1,325,5,00000092067
1274262,Central Athens/Victoria sq flat,6936206,Elena,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99333,23.72931,Entire home/apt,53,2,13,2016-08-28,0.13,1,364,0,
1286210,Zen space near center of Athens,372161,Peter,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98828,23.75706,Entire home/apt,48,5,8,2018-07-31,0.08,1,56,0,
1315027,Penthouse -Hilton area -great view!,6993996,Thaleia,,ΙΛΙΣΙΑ,37.97277,23.75443,Entire home/apt,69,444,12,2014-06-26,0.12,1,365,0,
1368303,ROOFGARDEN CENTRAL APARTMENT NEXT TO METRO,7327234,Rita,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99436,23.76666,Entire home/apt,50,1,272,2021-08-30,2.70,2,205,3,00000220015 A.Μ.Α
1372935,ATHENS CENTER  SYNTAGMA SQUARE,6330438,Stratos,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97587,23.73311,Entire home/apt,80,2,45,2016-10-15,0.45,1,322,0,01118486987
1374299,Casavathel2 Athens Center Apartment,3756353,Thelma,,ΝΙΡΒΑΝΑ,38.01501,23.72582,Entire home/apt,37,2,392,2021-12-14,3.88,2,275,27,00000241750
1426453,Green Penthouse Athens/ Keramikos !,7672336,Lefteris,,ΚΕΡΑΜΕΙΚΟΣ,37.98165,23.71818,Entire home/apt,50,1,80,2021-08-12,0.79,2,175,5,00000484180
1447443,your home in the arms of Akropolis,652941,Eleni,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97054,23.73163,Entire home/apt,49,1,327,2021-10-17,3.31,2,173,19,00000448700
1452284,WAREHOUSE 8 Designed Boutique Apartment,556615,Miglen,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98404,23.72876,Entire home/apt,112,2,88,2021-08-03,0.88,12,365,1,
1470809,Filopapos Hill Apartment,6993450,Sofia,,ΑΚΡΟΠΟΛΗ,37.96694,23.7211,Entire home/apt,100,3,3,2015-04-05,0.03,2,364,0,
1473284,Room with Balcony in Filopapos Hill,6993450,Sofia,,ΑΚΡΟΠΟΛΗ,37.96685,23.72056,Private room,40,2,15,2017-09-07,0.15,2,364,0,
1473469,Athens2-Feel it like your own space,5222732,Orchidea Monika,,ΚΥΨΕΛΗ,38.00026,23.73823,Private room,30,3,83,2020-01-24,0.82,5,269,0,00000480969
1484797,"Acropolis Apartment brand new, 100 Mbps",7943398,Vesna,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9626,23.72075,Entire home/apt,54,3,563,2021-12-13,5.53,2,254,6,00000504325
1499953,"Luxury 150m2 in chic, safe & central Kolonaki",8015565,Michalia,,ΛΥΚΑΒΗΤΤΟΣ,37.97865,23.74152,Entire home/apt,139,2,137,2021-11-02,1.35,1,336,5,00000444217
1516652,Cozy Apartment in Petralona,8098022,Efi,,ΠΕΤΡΑΛΩΝΑ,37.96393,23.71092,Entire home/apt,44,1,0,,,1,0,0,
1529526,Thirty Square Meter of Wood and Stone in Historic Kolonos,8158292,Nasir,,ΚΟΛΩΝΟΣ,37.99882,23.7185,Entire home/apt,50,2,408,2021-12-04,5.05,1,355,33,00000053299
1568065,"Relax in a very elegant, authentic, quiet & central apartment in Kolonaki Athens",8339895,Regina,,ΚΟΛΩΝΑΚΙ,37.97708,23.74285,Entire home/apt,85,6,66,2021-09-13,0.72,2,251,9,00000155702
1575982,"Ideal 43 sq. m. in Athens, Kolonaki",70840,Amanda,,ΚΟΛΩΝΑΚΙ,37.97702,23.74253,Entire home/apt,45,5,17,2021-11-16,0.18,1,238,3,
1627870,Elegantly Minimal Apt in Ano Petralona + Rooftop,3635281,Nadia,,ΠΕΤΡΑΛΩΝΑ,37.96959,23.71053,Entire home/apt,74,28,10,2021-10-01,0.13,5,175,2,00000113230
1639002,minimal style appartment,8703008,Μυρων,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98728,23.74703,Entire home/apt,38,2,3,2017-05-19,0.05,3,345,0,00001211844
1654320,Renovated penthouse with Stunning Views,1781590,Karolos,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98343,23.73923,Entire home/apt,72,3,30,2021-10-30,1.03,1,169,16,00000852827
1659222,Όμορφα ανανεωμένος χώρος με 1 υ/τιο,8792981,John,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95928,23.73691,Entire home/apt,37,5,0,,,1,365,0,
1672696,Spacious 110M2  2Bedrooms 2Bathrooms Center Athens,8852839,Roni,,ΒΟΤΑΝΙΚΟΣ,37.97836,23.70879,Entire home/apt,83,2,33,2021-10-18,1.10,2,142,4,00000662290
1676813,Orpheus' Poetry,3931781,George,,ΘΗΣΕΙΟ,37.97382,23.71413,Entire home/apt,48,5,14,2021-08-09,0.14,1,352,1,
1708578,ground little room in strefis,9014897,Angeliki,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98894,23.73873,Entire home/apt,19,5,67,2021-10-01,0.68,2,126,3,00000039244
1728675,Explore center on foot & near metro,4533113,Toula,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98768,23.72126,Entire home/apt,30,3,243,2021-10-18,2.45,1,203,7,00001251344
1734269,9th Heaven,3625710,Ilias,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95958,23.72467,Entire home/apt,23,3,135,2021-12-14,1.43,2,236,12,00000066050
1743425,strefis 360 view,9014897,Angeliki,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98742,23.73689,Entire home/apt,61,3,220,2021-12-09,2.25,2,152,28,00001208312
1793287,TopFloor Sunny Apartment  Kolonaki,3670650,Donia,,ΚΟΛΩΝΑΚΙ,37.97842,23.74032,Entire home/apt,120,3,0,,,1,358,0,
1826249,Athens panorama flat ( private room),9556344,Dora,,ΓΚΥΖΗ,37.99433,23.74989,Private room,24,2,244,2021-10-29,2.65,1,254,5,00000128461
1845240,Courtyard apt - Central Athens,9640455,Maria,,ΠΑΓΚΡΑΤΙ,37.97235,23.74366,Entire home/apt,34,2,347,2021-11-23,3.52,2,325,10,00001062330
1895040,Athens GREAT Location!,1702039,Rose,,ΚΥΨΕΛΗ,37.99847,23.73971,Entire home/apt,64,3,32,2021-04-11,0.39,1,338,3,
1900810,#AH02 KOLONAKI PENTHOUSE STUDIO,1585338,Flavia,,ΚΟΛΩΝΑΚΙ,37.97709,23.745,Entire home/apt,76,5,5,2018-09-15,0.06,15,355,0,00001049537
1927601,Amazing Acropolis Private Apartment,9985001,Edwardos,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9683,23.72984,Entire home/apt,65,1,23,2017-10-07,0.30,2,364,0,E.O.T - 0206k134hO293501
1952753,Spacious apartment with big veranda,10095309,Lukas,,ΝΕΑ ΚΥΨΕΛΗ,37.99764,23.74302,Entire home/apt,40,2,123,2021-10-15,1.27,1,326,3,00000334645
1980894,"Sail boat jeanneau, San Magic 44",9626098,Christos,,ΝΕΟΣ ΚΟΣΜΟΣ,37.9647,23.73285,Private room,260,7,2,2017-08-06,0.03,1,0,0,998568488
1989905,Impressive Loft in Gazi ☆ Fresh Renovated ☆,748818,George,,ΚΕΡΑΜΕΙΚΟΣ,37.98108,23.71336,Entire home/apt,96,2,84,2020-11-07,0.91,60,342,0,1156017
2025216,#AH31 OLIVE STUDIO,1585338,Flavia,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98729,23.74312,Entire home/apt,57,4,2,2021-08-06,0.02,15,342,1,00001218591
2064939,"A&F Leisure and Business, Kolonaki Apartment",10487683,Fotis & Amalia,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98115,23.73551,Entire home/apt,54,2,21,2021-12-17,0.71,1,77,4,00000769687
2069270,Hidesign Athens Tube Luxury Apt in Kolonaki,10581143,Pagona,,ΚΟΛΩΝΑΚΙ,37.97763,23.739,Entire home/apt,174,3,20,2020-02-04,0.22,9,0,0,00000528287
2108703,Amazing Cozy Plaka Acropolis Flat!,216378268,Cris,,ΑΚΡΟΠΟΛΗ,37.97111,23.73003,Entire home/apt,54,1,306,2021-12-20,3.28,2,343,55,
2133917,Private Rooftop Heated Pool with Acropolis View,10888595,Haris,,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,37.98691,23.71444,Entire home/apt,224,1,318,2021-12-10,3.27,1,354,38,00000303810
2148876,Apartment ideal for family/4persons,5483061,Alexis,,ΓΟΥΔΙ,37.98183,23.75983,Entire home/apt,70,7,24,2019-08-29,0.27,1,275,0,
2202169,Cozy & Economic Apt.- Close to metro,9011268,Panos & Evelyn,,ΝΙΡΒΑΝΑ,38.01502,23.72602,Entire home/apt,50,1,133,2019-10-11,1.59,2,83,0,
2219385,Modern central flat Old Olympic stadium-Acropolis,11322414,Jessy,,ΣΤΑΔΙΟ,37.96538,23.74292,Entire home/apt,58,2,23,2021-12-16,0.30,2,73,7,00001175559
2263679,A great venue with classic decor,11548006,Stratos,,ΣΤΑΔΙΟ,37.96822,23.73865,Entire home/apt,150,5,1,2014-05-12,0.01,1,365,0,
2266094,Luxurious flat with Acropolis & Lycabettus view,3519983,Alexandra,,ΓΚΥΖΗ,37.99214,23.74923,Entire home/apt,60,3,49,2021-10-21,0.57,2,67,3,00001095564
2305770,"Acropolis walk, 100 Mbps in Koukaki",11777249,Maria,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96427,23.72065,Entire home/apt,55,5,541,2021-10-30,5.66,2,276,3,00000512664
2322698,1869 Athens,9679915,Tassos,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98047,23.72421,Entire home/apt,70,2,93,2021-10-04,1.40,1,81,4,00000068589
2362698,Beautiful penthouse maisonette,12068199,Kika,,ΒΟΤΑΝΙΚΟΣ,37.97952,23.70288,Entire home/apt,109,2,145,2021-11-22,1.55,1,266,10,00000148160
2411465,Kolonaki Studio Apartment,12324240,Alice,,ΚΟΛΩΝΑΚΙ,37.97982,23.74541,Entire home/apt,28,2,57,2019-10-06,0.61,1,298,0,00000281770
2463267,Apartment in the heart of Kolonaki,8747413,Marina,,ΚΟΛΩΝΑΚΙ,37.97989,23.73916,Entire home/apt,90,28,52,2019-02-02,0.56,3,364,0,00000261991
2487816,"a BEST double room in shared apartment in Athens, walk Acropolis",2089542,Tia & Mike,,ΠΑΓΚΡΑΤΙ,37.96454,23.74705,Private room,45,1,344,2019-10-21,3.69,54,0,0,00000164182
2513822,Apartment in the sky!,12867392,Theodore,,ΝΕΟΣ ΚΟΣΜΟΣ,37.9577,23.72516,Entire home/apt,55,1,393,2021-12-05,4.42,9,358,39,00000153782
2534822,"Athens center, artist's apt. for 4",12981170,Manolis,,ΛΥΚΑΒΗΤΤΟΣ,37.98554,23.74768,Entire home/apt,47,3,95,2019-12-12,1.03,4,0,0,00000407966
2551382,Eclectic central 3suites apartment,13062322,Evi,,ΙΛΙΣΙΑ,37.97513,23.75287,Entire home/apt,150,2,134,2021-10-30,1.43,1,359,4,00000263988
2579525,Loft apartment with Acropolis view,13211592,Jul,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98784,23.73431,Entire home/apt,35,1,531,2021-12-21,5.78,2,128,53,00000245131
2610077,Design Loft with splendid view,13367120,Ria & Jason,,ΚΟΛΩΝΑΚΙ,37.98281,23.75282,Entire home/apt,78,1,328,2020-01-19,3.52,1,1,0,00000762105
2612931,"30sec to Metro,Central Location!",13380558,Aris,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99428,23.72803,Entire home/apt,50,28,194,2019-12-30,2.07,6,175,0,00000511729
2618140,Historic House of 1924 next to Acropolis,5903928,Katerina,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96519,23.72328,Entire home/apt,78,2,311,2021-11-14,3.40,1,352,19,00000216188
2630315,"Probably,the finest loft in Athens!",13473499,James,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97727,23.72542,Entire home/apt,176,3,189,2021-11-28,2.03,1,341,19,
2653159,Retro Apartment Next To Metro Stat.,13085729,Nikos,,ΑΜΠΕΛΟΚΗΠΟΙ,37.9907,23.76005,Entire home/apt,40,4,33,2017-10-29,0.36,1,113,0,00000468760
2655090,Athens Quality Apartments No9 1-bedroom apartment,37177,Emmanouil,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98886,23.76467,Entire home/apt,46,1,32,2021-11-24,0.43,6,359,8,00001043275
2693342,Cozy flat close to Kallimarmaro stadium,13657232,Yan,,ΠΑΓΚΡΑΤΙ,37.97088,23.74184,Entire home/apt,45,3,123,2021-12-07,1.95,1,42,11,00000512879
2725897,Room and private bathroom in Athens,13948712,Nick,,ΠΑΓΚΡΑΤΙ,37.97186,23.74679,Private room,20,2,297,2021-11-20,3.18,2,72,19,00000233294
2739623,Acropolis Appartment and Terrace with view,14018047,Barbara,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97312,23.73227,Entire home/apt,70,2,374,2021-12-17,4.05,1,249,39,00000252502
2751269,Room with privet bathroom in Athens,13948712,Nick,,ΠΑΓΚΡΑΤΙ,37.97159,23.74666,Private room,20,2,282,2021-12-01,3.03,2,61,18,00000233319
2767564,Safe & Central in Athens,150427,Antonios,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99309,23.76877,Entire home/apt,200,4,75,2019-11-12,0.81,1,365,0,
2816920,Wonderful apartment under Acropolis (new entry),12303025,Orestis,,ΘΗΣΕΙΟ,37.97467,23.71731,Entire home/apt,34,3,104,2021-10-31,1.85,3,236,11,00000738422
2820880,Your home in Athens. Large terrace. Views,1418201,D & Y Boutique Athens,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97866,23.72512,Entire home/apt,77,3,109,2021-12-13,1.21,40,230,21,
2822037,Amazing terrace | gorgeous loft apartment,14437066,Miltos,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99516,23.76532,Entire home/apt,64,3,52,2021-10-02,0.57,1,342,3,00000041608
2841806,THE ULTIMATE VIEW,14536309,Athenian Life Collection,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97472,23.73228,Entire home/apt,70,2,271,2021-12-12,2.92,8,353,44,00000122460
2843975,Hera Historical Center apt.,1826598,Apartments Historical Centre,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97971,23.72792,Entire home/apt,100,1,210,2021-10-19,2.28,5,30,1,EL800835933
2844923,PENTHOUSE UNDER ACROPOLIS,14090897,Andreas,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97158,23.73024,Entire home/apt,95,2,207,2021-11-19,2.25,1,21,18,00000083894
2863451,Suite With a view,321614,Kimmy,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97469,23.73472,Entire home/apt,398,1,9,2016-06-14,0.10,1,365,0,
2870872,"Cosy design apartment, Exarchia",5750562,Zaira,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98546,23.73769,Entire home/apt,59,2,25,2017-05-15,0.27,1,0,0,
2883333,Sunny apt 10' away Acropolis,14273342,Effie,,ΚΟΛΩΝΟΣ,38.00135,23.71638,Entire home/apt,27,1,404,2020-09-02,4.41,3,297,0,00000195596
2912133,Top roof loft with acropolis view,10996020,Lida,,ΓΟΥΒΑ,37.96057,23.73901,Entire home/apt,78,3,186,2021-12-03,2.04,1,230,2,00000037761
2920545,Unique Plaka Annex,570423,Despoina,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97296,23.72936,Entire home/apt,81,3,177,2021-12-12,1.92,2,277,46,00000230384
2932956,Small appartment in athens,14974084,Kostis,,ΚΟΛΩΝΑΚΙ,37.97895,23.75002,Entire home/apt,50,4,7,2021-11-30,0.18,1,211,1,00000396340
2953049,Studio with Acropolis view,9711207,Aemilia,,ΠΑΓΚΡΑΤΙ,37.97078,23.74298,Entire home/apt,78,2,120,2021-10-29,1.30,2,364,3,AMA 00000328438
2973483,Acropolis view-150 metres from Metro Monastiraki!,15167857,Makis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97809,23.72315,Private room,35,1,190,2020-01-03,2.06,2,297,0,00000477435
2987837,Magical apartment in Pangrati with Acropolis View!,15235096,Nikos,,ΠΑΓΚΡΑΤΙ,37.97004,23.74462,Entire home/apt,30,2,113,2020-08-31,1.26,1,0,0,00000169522
3035100,cozy 2bd right in the city center!,15458834,Ilias,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.99041,23.74012,Entire home/apt,27,2,21,2019-09-30,0.38,1,176,0,00000106517
3107136,"#10 #11 | Psyrri ""Spiti Mas"" Apartments",2289590,Live In Athens,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97811,23.72375,Entire home/apt,86,2,2,2021-11-01,0.68,13,345,2,0206Κ124Κ0294301
3117246,Acropolis luxury apartment,13384428,Spiros,,ΑΚΡΟΠΟΛΗ,37.96281,23.71812,Entire home/apt,40,2,298,2021-11-15,3.22,1,190,36,00000081298
3148907,βολικό διαμέρισμα στο κεντρο,15986479,Isidora,,ΖΑΠΠΕΙΟ,37.96803,23.73615,Entire home/apt,60,45,0,,,1,365,0,
3150921,UNIQUE APARTMENT UNDER ACROPOLIS!!,6036732,Leonidas,,ΘΗΣΕΙΟ,37.97683,23.72293,Entire home/apt,1000,1,107,2021-09-05,1.16,2,365,5,00000837616
3160736,"Διαμέρισμα,6ου ορόφου,βεραντες, θεα",16036815,Αριστεα,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.00328,23.72694,Entire home/apt,48,1,0,,,1,0,0,
3179431,Top of the world! #09 | Psyrri Central Apartments,2289590,Live In Athens,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97748,23.72498,Entire home/apt,102,2,3,2017-10-24,0.03,13,312,0,0206Κ124Κ0294401
3179713,Green Green! #08 | Psyrri Central Apartments,2289590,Live In Athens,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97755,23.72375,Entire home/apt,90,2,10,2016-09-04,0.11,13,337,0,0206Κ124Κ0294401
3180437,Hello Yellow! #07 | Psyrri Central Apartments,2289590,Live In Athens,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97958,23.72377,Entire home/apt,79,2,4,2017-09-05,0.05,13,344,0,0206Κ124Κ0294401
3180549,Another blue on the wall #06 | Psyrri Central Apt,2289590,Live In Athens,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97763,23.72392,Entire home/apt,69,2,8,2018-04-02,0.09,13,322,0,0206Κ124Κ0294401
3180588,Ground studio #05 | Psyrri Central Apartments,2289590,Live In Athens,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97957,23.72392,Entire home/apt,67,2,13,2018-04-18,0.14,13,317,0,0206Κ124Κ0294401
3191191,Apollo Historical Center apt.,1826598,Apartments Historical Centre,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97978,23.72849,Entire home/apt,50,2,187,2019-11-05,2.04,5,0,0,EL800835933
3290710,Quiet and warm apartment near metro,16625455,Maria,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99697,23.76157,Entire home/apt,25,1,324,2020-09-24,3.55,2,145,0,00000307360
3304503,Your stay in Athens-Greece,14969767,Nikiforos,,ΠΑΤΗΣΙΑ,38.00992,23.73942,Entire home/apt,19,1,102,2021-09-26,1.12,1,347,3,00000033264
3314818,"New,big apt 10min toSepolia metro",13406254,John,,ΣΕΠΟΛΙΑ,38.00628,23.72081,Private room,1050,12,0,,,1,365,0,
3335841,Victoria House,16842834,Dora,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.99115,23.72848,Entire home/apt,120,2,105,2019-12-15,1.17,6,355,0,00000339519
3362911,Cozy apartment in the city center,16966042,Panagiotis,,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,38.01104,23.72973,Entire home/apt,19,4,109,2021-12-16,1.19,1,327,8,00000345453
3381733,"3 apts in 1 building. Roof terrace, garden, views.",1418201,D & Y Boutique Athens,,ΚΕΡΑΜΕΙΚΟΣ,37.97968,23.72325,Entire home/apt,236,2,17,2021-10-13,0.19,40,340,4,
3402831,Steps away from Athens Hilton,8666138,Greg,,ΙΛΙΣΙΑ,37.97464,23.74885,Entire home/apt,81,1,191,2021-09-20,2.10,5,307,1,1024280
3428808,Acropolis view from your bed,708364,Marina,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97477,23.72799,Entire home/apt,67,2,339,2021-11-21,3.79,2,300,22,00000886561
3431705,2 levels flat in centre of Athens,14538849,Aris,,ΘΗΣΕΙΟ,37.97813,23.72186,Entire home/apt,76,1,675,2021-12-12,7.43,3,293,82,00000232111
3433913,A Cozy Apt in Kolonaki of Athens,748818,George,,ΚΟΛΩΝΑΚΙ,37.97884,23.73783,Entire home/apt,96,2,79,2021-09-17,0.88,60,305,2,1328895
3435208,"Modern, fully equipped, one bedroom apt. Balcony!",1418201,D & Y Boutique Athens,,ΚΕΡΑΜΕΙΚΟΣ,37.98005,23.72356,Entire home/apt,68,2,96,2021-11-10,1.05,40,359,9,
3455329,"Center 4, Penthouse, Metro in 40m",640163,Nikos,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99229,23.7298,Entire home/apt,69,2,18,2021-12-14,0.22,9,192,2,00000173244
3461034,1BD with VIEW + TERRACE in center Athens,9076430,Emmanouela,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99034,23.75943,Entire home/apt,51,300,6,2019-08-03,0.07,1,365,0,
3489508,Cozy Terrace  Acropolis view!,7672336,Lefteris,,ΚΕΡΑΜΕΙΚΟΣ,37.98097,23.71581,Entire home/apt,50,1,133,2021-08-24,1.47,2,74,6,00000484125
3500141,Spacious 2 bedroom apt. near the Acropolis.,17625059,Phaidon,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96802,23.72679,Entire home/apt,60,2,208,2021-11-27,2.29,1,28,26,00404137265
3507695,DELICE HOTEL APARTMENTS,17662157,Marios,,ΙΛΙΣΙΑ,37.97491,23.75031,Entire home/apt,115,1,1,2017-09-10,0.02,3,325,0,
3517805,Modern apartment near Acropolis peaceful location.,17712465,Zois,,ΠΕΤΡΑΛΩΝΑ,37.9707,23.71315,Entire home/apt,80,3,39,2021-11-14,0.45,1,360,9,00000017589
3631750,Miaouli8 Loft 1,12219175,Stratis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97738,23.7245,Entire home/apt,80,2,237,2021-12-17,2.64,3,322,2,00000504008
3634873,Loft in the heart of Athens.,18257083,Panos,,ΓΚΑΖΙ,37.97672,23.71096,Entire home/apt,92,1,58,2021-05-07,0.86,1,325,3,00000720958
3659371,Townhouse in the Historical Centre of Athens,18544344,Tatiana,,ΘΗΣΕΙΟ,37.97489,23.71491,Entire home/apt,81,2,4,2017-09-17,0.05,3,307,0,00000516603
3704577,Breathtaking Acropolis Penthouse,18887487,Aristides,,ΑΚΡΟΠΟΛΗ,37.9691,23.72842,Entire home/apt,300,2,139,2021-11-15,1.57,3,48,2,480223
3759135,Acropolis Crib Spot,19213671,Deni & Geri,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97136,23.73137,Entire home/apt,36,1,396,2021-11-30,4.41,2,323,22,00001027174
3770848,At the foot of Acropolis.,17490869,Dionysia,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97199,23.73028,Entire home/apt,120,2,131,2021-11-14,1.47,1,0,7,00000469592
3777874,Holidays with the comfort of home 2,19375244,Ana Maria,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96625,23.72476,Private room,18,1,160,2016-10-08,1.79,2,235,0,
3786394,Spacious Central Flat in Quiet Leafy Urban Area,19433016,Athanasios,,ΙΛΙΣΙΑ,37.97484,23.75441,Entire home/apt,59,5,5,2021-10-29,0.20,1,176,3,00000787039
3831850,We Saw Athens,19726147,We Saw Athens,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97575,23.73114,Entire home/apt,75,1,227,2021-10-09,2.67,7,199,9,00001381502
3832141,Cozy apartment at heart of Athens,19495060,Nikolaos,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99122,23.76317,Entire home/apt,70,365,12,2016-01-06,0.15,1,364,0,
3866788,A Cosy Apartment Downtown Athens!,19962026,Sotirios,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.99001,23.72658,Entire home/apt,40,2,4,2018-05-07,0.05,1,365,0,
3913946,Spacious Loft with Acropolis view!,260897,Francee,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97622,23.72568,Entire home/apt,115,2,163,2021-11-30,2.38,2,346,33,00000459267
